stars,comment
5.0 out of 5 stars,"Nice product better than any other. Perfect in any other phone and built quality is good , performance also good
            "
5.0 out of 5 stars,"Excellent product
            "
4.0 out of 5 stars,"Poor quality of screen gaurd
            "
5.0 out of 5 stars,"Awesome..👌Best in this much budget
            "
5.0 out of 5 stars,"Good
            "
5.0 out of 5 stars,"Satisfied
            "
5.0 out of 5 stars,"Liked
            "
5.0 out of 5 stars,"Best
            "
5.0 out of 5 stars,"No comments required, after all it's one plus. Have been using this phone for almost a year. No complaints yet
            "
5.0 out of 5 stars,"Best phone
            "
5.0 out of 5 stars,"excellent in this price point
            "
5.0 out of 5 stars,"Great Phone
            "
4.0 out of 5 stars,"Good upgrade from One Plus 5
            "
4.0 out of 5 stars,"Perfect... Dats it!
            "
5.0 out of 5 stars,"Just one word.... Awesome....
            "
4.0 out of 5 stars,"Been using this phone since feb the phone overall is a amazing device.... Works like magic with it's snapdragon processor and RAM building quality is good.  One major down side for this phone is the fingerprint scanner as it works really slow when compared with my previous phones and I have only been using face recognition to unlock this device
            "
5.0 out of 5 stars,"Good phone plz improve the camera quality
            "
5.0 out of 5 stars,"Smooth use
            "
5.0 out of 5 stars,"I Really Unlocked The Speed ,and It Never Settled.
            "
5.0 out of 5 stars,"Very fast processor and user friendly phone.
            "
5.0 out of 5 stars,"Supurb phone
            "
5.0 out of 5 stars,"It's too Good!
            "
5.0 out of 5 stars,"Performance is awesome
            "
3.0 out of 5 stars,"Unhappy with product
            "
5.0 out of 5 stars,"Excellent phone with great features. Only drawback is slow motion has screen flickering when captured indoor. It only captures slow motion good quality outdoor only.
            "
5.0 out of 5 stars,"Guys I am the person who buys cell phone in mid-range 10 K to 15K but with amazon Exchange and spending some more bucks brought Oneplus 6T and it amazed me in all aspect, photo quality is superb at given price range, some of features are out of box like dark theme, switching the sim for data usage, easy casting feature from drag down bar  which I use more frequently which is very much user friendly. The phone being given snapdragon processor is very fast also when purchased I filled my phone with my old phone data which took around 50 GB space still the fact it was smooth to navigate across apps.Oneplus could have provided good back cover at least scratch proof one and also it does not justify the mirror back finish of handset. but you can buy one backcover which can do justice to oneplus handset beauty.Over all a good buy and a satisfied user.
            "
5.0 out of 5 stars,"Best camera phone and best Phone I ever used it in my life ... ITS TOO OVERPOWEREDTHX Oneplus for this OVERPOWERED Mobile phone
            "
5.0 out of 5 stars,"Good phone
            "
4.0 out of 5 stars,"Value for money
            "
5.0 out of 5 stars,"Smart features
            "
2.0 out of 5 stars,"Not value for money camera is good but not at all require more clearity and low light is also normal
            "
3.0 out of 5 stars,"The charging cable which I got that is not original and they denied for replacement
            "
4.0 out of 5 stars,"Never settle..it's become family brand nowCamera quality is so goodFast and very good displayOnePlus 6t..mind blowing .
            "
5.0 out of 5 stars,"Definitely one of the best phones of 2018, charging is just lightning quick, camera overall is a 9/10 , unlocking overall is a 10/10, sound overall is a 8/10, display is a 9/10, processing is a 10/10, battery life is a 10/10, Bluetooth pairing is a 9/10, charging is a 10/10 and value for money is a 9/10. This is coming from a person who has used this phone for almost 5 months and personally I have not been able to find a lot of cons other than the headphone jack missing and not up to the level sound quality.
            "
5.0 out of 5 stars,"Touch is very smooth. Camera quality is also very good.
            "
4.0 out of 5 stars,"All the things are perfect even I am not having any issues with the under display fingerprint sensor only two cons...Headphone Jack is missing, Removal of dust from the speaker grill is very difficult
            "
5.0 out of 5 stars,"Nice phone 👌
            "
5.0 out of 5 stars,"It’s really great moby
            "
4.0 out of 5 stars,"Fingerprint sensor is very slow. And camera quality is not justify the camera specific
            "
5.0 out of 5 stars,"Excellent
            "
5.0 out of 5 stars,"It's amazing as always with One Plus
            "
5.0 out of 5 stars,"Creating new technology era with its innovative spirit,
            "
5.0 out of 5 stars,"I really enjoyed the experience
            "
5.0 out of 5 stars,"Fantastic
            "
5.0 out of 5 stars,"Prompt service & good quality
            "
5.0 out of 5 stars,"It's a beast but fingerprint lock is bit low
            "
5.0 out of 5 stars,"Camera quality good,Performance superb,
            "
5.0 out of 5 stars,"It's awsm
            "
5.0 out of 5 stars,"One plus 6t is undoubtedly the best phone in d market
            "
5.0 out of 5 stars,"Aek dam jakas
            "
5.0 out of 5 stars,"So many good things about this phone for such a price. The only con for me is the low quality audio recording. The camera is getting better and better with software updates. And the Oxygen OS is just superb, the oneplus navigation system is definately the one that set it wayy apart from other android devices. The performance of the phone is exceptional, no lag at all. The removal of the headphone jack is disappointing though.
            "
5.0 out of 5 stars,"Value for money... Camera quality awesome 👌
            "
5.0 out of 5 stars,"Amazing phone
            "
4.0 out of 5 stars,"Missing headphone jack is problem.
            "
5.0 out of 5 stars,"I am fan of OnePlus devices...this is my 4th one plus phone and I am completely satisfied with the performance of the phone...keep up the level high.. NEVER SETTLE
            "
5.0 out of 5 stars,"Finger print sensor is an issue. Everything else is fine
            "
5.0 out of 5 stars,"Good
            "
3.0 out of 5 stars,"Facing problem in the phone. Lock button not working and not even able to switch off the phone.
            "
4.0 out of 5 stars,"Phone is very good...bought it for my brother at 38000. Price is still same...it should be reduced. After 6 months of launch also price is same.
            "
5.0 out of 5 stars,"Finger print unlock does not work sometime, rest everything is awsome.
            "
5.0 out of 5 stars,"too nice
            "
4.0 out of 5 stars,"Camera sometime hang out
            "
5.0 out of 5 stars,"For Camera
            "
2.0 out of 5 stars,"The camera is very basic and the finger print sensor doesn't work most of the times. Face recognition is fast but in low light you need to use the finger print lock which doesn't work.
            "
5.0 out of 5 stars,"Very good
            "
5.0 out of 5 stars,"Good phone for camera and gaming enthusiasts. Definitely not a business phone.
            "
1.0 out of 5 stars,"😤😤😤😤
            "
1.0 out of 5 stars,"its even did not remember one app in backgroud waste of money 5t is better than it dont waste your money
            "
5.0 out of 5 stars,"Awesome product
            "
5.0 out of 5 stars,"ONE PLUS 6T ONE OF THE BEST PHONE ALL FEATURES & CAMERA'S
            "
5.0 out of 5 stars,"Good
            "
5.0 out of 5 stars,"Nice phone ever. I have S8+ but this is too fast and never get hanging issues. Playing games with this is good. Worth money to pay.
            "
5.0 out of 5 stars,"Perfect for price
            "
5.0 out of 5 stars,"Good
            "
5.0 out of 5 stars,"Good product
            "
5.0 out of 5 stars,"Amazing product. Don’t think much go for it.
            "
5.0 out of 5 stars,"Good
            "
5.0 out of 5 stars,"Only headphone jack is missing.Rest all is great😘
            "
3.0 out of 5 stars,"Not good perfomance...Not as per acpected... About. From  One plus....
            "
5.0 out of 5 stars,"All nice
            "
5.0 out of 5 stars,"Wat to dislike here.. it's OnePlus..!!
            "
1.0 out of 5 stars," It stop working while using three fingers!!! Sometimes app used to not working.. they stuck somewhere don't know,, screen stop working..  I have to clear ram then start again...I recommend not to buy it if you're going to play games like PUBG
            "
5.0 out of 5 stars,"everything about it was just amazing
            "
4.0 out of 5 stars,"Everything is good, screen Lock it taking to open at list 5 sce same time it's work also
            "
4.0 out of 5 stars,"Face recognition system doesn't work sometime overall mobile is beast
            "
5.0 out of 5 stars,"Excellent
            "
5.0 out of 5 stars,"Phenominal product.Probably one of the best smart phones available.Unmatched feature of display,speed and camera.Worth the price
            "
5.0 out of 5 stars,"Proud to be owner of OnePlus 6t.
            "
5.0 out of 5 stars,"Cool
            "
5.0 out of 5 stars,"Phone camera could be much better
            "
1.0 out of 5 stars,"Mobile is to hot when u play High graphics game like pubg Don't be by if you play game this phone is to be suck ....
            "
5.0 out of 5 stars,"It is a great phone, amazing camera and face recognition.
            "
5.0 out of 5 stars,"Nice
            "
5.0 out of 5 stars,"The low light face recognition is amazing , the picture quality is also good ( only if u know how ti take photos ) 🙂
            "
5.0 out of 5 stars,"Awesome mobile
            "
1.0 out of 5 stars,"My mobile having some problem after using of three months ...one speaker only working...and mobile signal problems and few apps not supporting some times
            "
1.0 out of 5 stars,"I have a feeling that either this is a defectiveor a refurbished product. I am facing latency and my camera crashes occasionally. It has been 2 months that I have this product now and I've restarted it 10 times for it to respond. Not satisfied at all!
            "
5.0 out of 5 stars,"Fastest mobile technology experience with good quality
            "
5.0 out of 5 stars,"Best
            "
5.0 out of 5 stars,"The best in the category.
            "
4.0 out of 5 stars,"No
            "
4.0 out of 5 stars,"Battery life
            "
5.0 out of 5 stars,"Amazing Phone, not had a single issue since 6 months.
            "
5.0 out of 5 stars,"Very nice phone. What I like is it's big screen, user interface, processor speed and touchpad quality.
            "
5.0 out of 5 stars,"Best phone till now i have used. Works too good. Camera quality is super. Best phone till now.
            "
5.0 out of 5 stars,"Great
            "
1.0 out of 5 stars,"I got defected piece, it is not working
            "
1.0 out of 5 stars,"Head phone jack missing
            "
5.0 out of 5 stars,"Worth buying it...I bought for my wife , so happy about it.
            "
5.0 out of 5 stars,"Awesome phone....
            "
5.0 out of 5 stars,"Display quality is not as good as compared to others. Fingerprint is very slow. Auto brightness is still has lot more to mprove.  UI is really very impressive. Camera is overall good. Sound is avg. Overall phone is good. But not worthy. Price is too high for what you get.
            "
5.0 out of 5 stars,"Premium phone in affordable pricing
            "
4.0 out of 5 stars,"Phone is good. Camera is good. Looks are beautiful.Oneplus is beating android phones and competing iphones.
            "
5.0 out of 5 stars,"This is the best device I have ever used...Display,camera,performance everything upto the mark and truly a best device
            "
5.0 out of 5 stars,"Powerhouse. Lightening fast.
            "
5.0 out of 5 stars,"Everything ok but disappointed with sound 😕 quality
            "
5.0 out of 5 stars,"I loved . Best phone
            "
5.0 out of 5 stars,"Mast butiful
            "
5.0 out of 5 stars,"Nice Phone
            "
4.0 out of 5 stars,"Very Good
            "
2.0 out of 5 stars,"I got this phone on 11th march. I've been using this phone extensively and it was working flawless. But after few days, I noticed there are faint vertical lines showing on display in night when brightness is low and background is grey. I was sure this was display issue on 23rd March which is 12 days after date of purchase, so could not  replace this phone through Amazon. I then raised this issue with OnePlus care, but these guys are just useless. They are not providing replacement for this phone and I would have to get my screen repaired if I want this issue to be resolved.You know when your phone is not even a month old, and you are visiting service centres to get issues fixed, this raises questions about the quality control of the company, and the quality of crappy hardware being used in the device. I had always wanted to buy a OnePlus device, and now I own it, I will never buy any device from OnePlus.
            "
5.0 out of 5 stars,"Excellent flagship level performance. There is no clutter of apps at all. Just the Google suite and 2 one plus apps. The phone is like an empty canvas that you can make your own. Games are smooth. I only wish the screen goes even dimmer in lower brightness (will make it easier to use at nights)
            "
5.0 out of 5 stars,"Light off face recognition not work
            "
5.0 out of 5 stars,"It's awesome
            "
5.0 out of 5 stars,"Amazing phone i love it ..,..
            "
1.0 out of 5 stars,"It can be a good phone most of the times I am facing issues with basic things like calling someone, opening camera. increasing volume. Yes, it has issues with all these basic things and I have to restart my phone every now and then.I am using this phone for more than 5 months now and waiting for onuplus to fix these issues but they haven't.
            "
5.0 out of 5 stars,"Only thing that lacks is fingerprint sensor else it is a gem
            "
4.0 out of 5 stars,"Good one..
            "
5.0 out of 5 stars,"Nice
            "
5.0 out of 5 stars,"Awesome
            "
5.0 out of 5 stars,"Flagship Phone... Best One... Just Loved it.. 😍
            "
5.0 out of 5 stars,"It is very short time to review a product, since I got the product only three days back and just started using so as of now it looks good and performs good.  Rating the product within tow or three days is not just. So I will post my product review at least after one months time.
            "
1.0 out of 5 stars,"It's all crap about that this phone dosnt crash
            "
5.0 out of 5 stars,"Awesome
            "
5.0 out of 5 stars,"The best of the best.
            "
5.0 out of 5 stars,"It's a great PHONE
            "
5.0 out of 5 stars,"Everything is awesome.
            "
5.0 out of 5 stars,"Biomatric sensor is slow but rest is perfect
            "
5.0 out of 5 stars,"I am using this phone last 15 day'sI am not facing any issues related to this phone.I am requesting to all users, Please give yourGenuine review of this phone.Before buying I was confused because review was not good on Amazon.
            "
4.0 out of 5 stars,"its the phone of awsomeness.. i love it.. never gave me any problem in last 6 months.. i use it to handle heavy games & do multitasking.
            "
1.0 out of 5 stars,"writing the review after 3months of use, on screen fingerprint not working and looks like fake, camera hang sometimes also the screen touch will not work properly, pictures are good but videos are really bad, price is also high for this phone, with my experience I will not recommend this phone to anyone
            "
5.0 out of 5 stars,"Like
            "
5.0 out of 5 stars,"Amazing product... Fast... Classy... One of the best android phone
            "
5.0 out of 5 stars,"Easy to handle
            "
5.0 out of 5 stars,"Awsome product. One plus team has done a good job.
            "
5.0 out of 5 stars,"Super
            "
5.0 out of 5 stars,"Excellent Experience.
            "
5.0 out of 5 stars,"Everything is perfect ok good any problem I'm complete exchange or one plus 7
            "
5.0 out of 5 stars,"Good
            "
5.0 out of 5 stars,"Mobile is aswome
            "
